# TerrainManager log started at 2025-09-23T13:41:20.8825337Z
2025-09-23T13:41:20.8825337Z [INFO] [Terrain][System] Terrain settings changed (VoxelSize 0→1 and chunkWorldSize (0.00, 0.00, 0.00)→(16.00, 16.00, 16.00)). Regenerating world...
2025-09-23T13:41:20.8854007Z [INFO] [Terrain][Regeneration] World regeneration: Cleaning up jobs...
2025-09-23T13:41:20.8864571Z [INFO] [Terrain][Regeneration] World regeneration: All jobs completed and resources disposed.
2025-09-23T13:41:21.1546750Z [INFO] [Terrain][System] Detailed terrain diagnostics will be written to C:/Users/anton/AppData/LocalLow/DefaultCompany/Tester\TerrainLogs\Terrain_20250923_134120.log
2025-09-23T13:41:21.1556742Z [INFO] [Terrain][System] TerrainManager enabled
2025-09-23T13:41:22.1415716Z [INFO] [Terrain][System] Start complete requestedMode=Hybrid runtimeMode=Hybrid chunkWorldSize=(16.00,16.00,16.00) voxelSize=1.000 loadDistance=64.0 maxChunksPerFrame=4
2025-09-23T13:41:22.1594591Z [INFO] [Terrain][Regeneration] World regeneration: Starting new terrain generation...
2025-09-23T13:41:24.0266102Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-4,2,2) lod=0 source=new worldPos=(-64.00,32.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0266102Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-4,2,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0266102Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-4,0,3) lod=0 source=new worldPos=(-64.00,0.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0266102Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-4,0,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0266102Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-4,1,3) lod=0 source=new worldPos=(-64.00,16.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0266102Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-4,1,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0266102Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-4,2,3) lod=0 source=new worldPos=(-64.00,32.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0266102Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-4,2,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0276759Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-4,0,4) lod=0 source=new worldPos=(-64.00,0.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0276759Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-4,0,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0276759Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-4,1,4) lod=0 source=new worldPos=(-64.00,16.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0276759Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-4,1,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0276759Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-4,2,4) lod=0 source=new worldPos=(-64.00,32.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0276759Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-4,2,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0276759Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-3,2,0) lod=0 source=new worldPos=(-48.00,32.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0276759Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-3,2,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0276759Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-3,0,1) lod=0 source=new worldPos=(-48.00,0.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0276759Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-3,0,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0276759Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-3,1,1) lod=0 source=new worldPos=(-48.00,16.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0276759Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-3,1,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0276759Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-3,2,1) lod=0 source=new worldPos=(-48.00,32.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0292365Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-3,2,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0292365Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-3,0,2) lod=0 source=new worldPos=(-48.00,0.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0292365Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-3,0,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0292365Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-3,1,2) lod=0 source=new worldPos=(-48.00,16.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0292365Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-3,1,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0292365Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-3,2,2) lod=0 source=new worldPos=(-48.00,32.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0292365Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-3,2,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0292365Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-3,0,3) lod=0 source=new worldPos=(-48.00,0.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0292365Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-3,0,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0303000Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-3,1,3) lod=0 source=new worldPos=(-48.00,16.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0303000Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-3,1,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0303000Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-3,2,3) lod=0 source=new worldPos=(-48.00,32.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0303000Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-3,2,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0308672Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-3,0,4) lod=0 source=new worldPos=(-48.00,0.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0308672Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-3,0,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0319279Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-3,1,4) lod=0 source=new worldPos=(-48.00,16.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0319279Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-3,1,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0319279Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-3,2,4) lod=0 source=new worldPos=(-48.00,32.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0319279Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-3,2,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0319279Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,0,0) lod=0 source=new worldPos=(-32.00,0.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0319279Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,0,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0319279Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,1,0) lod=0 source=new worldPos=(-32.00,16.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0319279Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,1,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0319279Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,2,0) lod=0 source=new worldPos=(-32.00,32.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0319279Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,2,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0330051Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,0,1) lod=0 source=new worldPos=(-32.00,0.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0330051Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,0,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0330051Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,1,1) lod=0 source=new worldPos=(-32.00,16.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0330051Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,1,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0330051Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,2,1) lod=0 source=new worldPos=(-32.00,32.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0330051Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,2,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0330051Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,0,2) lod=0 source=new worldPos=(-32.00,0.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0330051Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,0,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0330051Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,1,2) lod=0 source=new worldPos=(-32.00,16.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0330051Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,1,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0339955Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,2,2) lod=0 source=new worldPos=(-32.00,32.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0339955Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,2,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0339955Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,0,3) lod=0 source=new worldPos=(-32.00,0.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0339955Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,0,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0339955Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,1,3) lod=0 source=new worldPos=(-32.00,16.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0339955Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,1,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0345674Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,2,3) lod=0 source=new worldPos=(-32.00,32.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0345674Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,2,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0345674Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,0,4) lod=0 source=new worldPos=(-32.00,0.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0345674Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,0,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0345674Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,1,4) lod=0 source=new worldPos=(-32.00,16.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0345674Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,1,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0345674Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-2,2,4) lod=0 source=new worldPos=(-32.00,32.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0345674Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-2,2,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0345674Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,0) lod=0 source=new worldPos=(-16.00,0.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0345674Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0356177Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,0) lod=0 source=new worldPos=(-16.00,16.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0356177Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0356177Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,0) lod=0 source=new worldPos=(-16.00,32.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0356177Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0356177Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,1) lod=0 source=new worldPos=(-16.00,0.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0356177Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0356177Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,1) lod=0 source=new worldPos=(-16.00,16.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0356177Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0356177Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,1) lod=0 source=new worldPos=(-16.00,32.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0366195Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0366195Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,2) lod=0 source=new worldPos=(-16.00,0.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0366195Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0366195Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,2) lod=0 source=new worldPos=(-16.00,16.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0366195Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0366195Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,2) lod=0 source=new worldPos=(-16.00,32.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0371875Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0371875Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,3) lod=0 source=new worldPos=(-16.00,0.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0371875Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0371875Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,3) lod=0 source=new worldPos=(-16.00,16.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0371875Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0371875Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,3) lod=0 source=new worldPos=(-16.00,32.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0371875Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0371875Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,0,4) lod=0 source=new worldPos=(-16.00,0.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0371875Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,0,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0371875Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,1,4) lod=0 source=new worldPos=(-16.00,16.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0371875Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,1,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0371875Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(-1,2,4) lod=0 source=new worldPos=(-16.00,32.00,64.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0371875Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(-1,2,4) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0387429Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,-1) lod=0 source=new worldPos=(0.00,16.00,-16.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0387429Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,-1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0387429Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,0,0) lod=0 source=new worldPos=(0.00,0.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0387429Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,0,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0387429Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,0) lod=0 source=new worldPos=(0.00,16.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0387429Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0387429Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,2,0) lod=0 source=new worldPos=(0.00,32.00,0.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0387429Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,2,0) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0398020Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,0,1) lod=0 source=new worldPos=(0.00,0.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0398020Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,0,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0398020Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,1) lod=0 source=new worldPos=(0.00,16.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0398020Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0403107Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,2,1) lod=0 source=new worldPos=(0.00,32.00,16.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0403107Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,2,1) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0403107Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,0,2) lod=0 source=new worldPos=(0.00,0.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0403107Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,0,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0408665Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,2) lod=0 source=new worldPos=(0.00,16.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0408665Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0414538Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,2,2) lod=0 source=new worldPos=(0.00,32.00,32.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0414538Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,2,2) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0414538Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,0,3) lod=0 source=new worldPos=(0.00,0.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0414538Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,0,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0414538Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,1,3) lod=0 source=new worldPos=(0.00,16.00,48.00) voxels=16x16x16 sampleCount=4913
2025-09-23T13:41:24.0414538Z [INFO] [Terrain][VoxelGen] stage=queued mode=CPU chunk=(0,1,3) lod=0 voxels=16x16x16 sampleCount=4913 biomeCount=1
2025-09-23T13:41:24.0425229Z [INFO] [Terrain][ChunkLifecycle] action=create chunk=(0,2,3) lod=0 source=new worldPos=(0.00,32.00,48.00) voxels=16x16x16 sampleCount=4913
